Info 0    [19:49:48.575] Starting TS Server
Info 3606 [20:30:07.586] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.441145000047982
Info 3607 [20:30:07.589] getCompletionData: Get current token: 0.005756000056862831
Info 3608 [20:30:07.590] getCompletionData: Is inside comment: 0.007578999735414982
Info 3609 [20:30:07.590] getCompletionData: Get previous token: 0.009391000494360924
Info 3610 [20:30:07.590] getCompletionsAtPosition: isCompletionListBlocker: 0.010127000510692596
Info 3611 [20:30:07.592] getExportInfoMap: cache hit
Info 3612 [20:30:07.606] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 301 from cache
Info 3613 [20:30:07.606] collectAutoImports: response is complete
Info 3614 [20:30:07.606] collectAutoImports: 14.849502000026405
Info 3615 [20:30:07.606] getCompletionData: Semantic work: 16.888224000111222
Info 3616 [20:30:07.616] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.488309000618756
Info 3617 [20:30:07.619] getCompletionData: Get current token: 0.045603999868035316
Info 3618 [20:30:07.619] getCompletionData: Is inside comment: 0.009012000635266304
Info 3619 [20:30:07.619] getCompletionData: Get previous token: 0.011618999764323235
Info 3620 [20:30:07.619] getCompletionsAtPosition: isCompletionListBlocker: 0.01090100035071373
Info 3621 [20:30:07.622] getExportInfoMap: cache hit
Info 3622 [20:30:07.636] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 301 from cache
Info 3623 [20:30:07.636] collectAutoImports: response is complete
Info 3624 [20:30:07.636] collectAutoImports: 13.987414000555873
Info 3625 [20:30:07.636] getCompletionData: Semantic work: 16.64427199959755
Info 3626 [20:30:07.646] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.720846000127494
Info 3627 [20:30:07.649] getCompletionData: Get current token: 0.004954000003635883
Info 3628 [20:30:07.649] getCompletionData: Is inside comment: 0.007841999642550945
Info 3629 [20:30:07.649] getCompletionData: Get previous token: 0.00848700013011694
Info 3630 [20:30:07.649] getCompletionsAtPosition: isCompletionListBlocker: 0.010286999866366386
Info 3631 [20:30:07.651] getExportInfoMap: cache hit
Info 3632 [20:30:07.665] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 301 from cache
Info 3633 [20:30:07.665] collectAutoImports: response is complete
Info 3634 [20:30:07.665] collectAutoImports: 14.391746000386775
Info 3635 [20:30:07.665] getCompletionData: Semantic work: 16.29322800040245
Info 3636 [20:30:07.674] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.478710000403225
Info 3637 [20:30:07.677] getCompletionData: Get current token: 0.004908999428153038
Info 3638 [20:30:07.677] getCompletionData: Is inside comment: 0.007903999648988247
Info 3639 [20:30:07.677] getCompletionData: Get previous token: 0.009052000008523464
Info 3640 [20:30:07.677] getCompletionsAtPosition: isCompletionListBlocker: 0.010332999750971794
Info 3641 [20:30:07.679] getExportInfoMap: cache hit
Info 3642 [20:30:07.695] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 301 from cache
Info 3643 [20:30:07.695] collectAutoImports: response is complete
Info 3644 [20:30:07.695] collectAutoImports: 16.15709500014782
Info 3645 [20:30:07.695] getCompletionData: Semantic work: 18.134573000483215
Info 3646 [20:30:07.705] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.213870000094175
Info 3647 [20:30:07.709] getCompletionData: Get current token: 0.0047599999234080315
Info 3648 [20:30:07.709] getCompletionData: Is inside comment: 0.007445000112056732
Info 3649 [20:30:07.709] getCompletionData: Get previous token: 0.008636999875307083
Info 3650 [20:30:07.709] getCompletionsAtPosition: isCompletionListBlocker: 0.010313000530004501
Info 3651 [20:30:07.711] getExportInfoMap: cache hit
Info 3652 [20:30:07.726] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 301 from cache
Info 3653 [20:30:07.726] collectAutoImports: response is complete
Info 3654 [20:30:07.726] collectAutoImports: 15.115596000105143
Info 3655 [20:30:07.726] getCompletionData: Semantic work: 17.13983799982816
Info 3656 [20:30:07.735] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.708174000494182
Info 3657 [20:30:07.738] getCompletionData: Get current token: 0.004630999639630318
Info 3658 [20:30:07.738] getCompletionData: Is inside comment: 0.0076299998909235
Info 3659 [20:30:07.738] getCompletionData: Get previous token: 0.00951599981635809
Info 3660 [20:30:07.738] getCompletionsAtPosition: isCompletionListBlocker: 0.01041099987924099
Info 3661 [20:30:07.740] getExportInfoMap: cache hit
Info 3662 [20:30:07.754] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 301 from cache
Info 3663 [20:30:07.754] collectAutoImports: response is complete
Info 3664 [20:30:07.754] collectAutoImports: 14.128386000171304
Info 3665 [20:30:07.754] getCompletionData: Semantic work: 16.002313999459147
Info 3666 [20:30:07.762] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.447582999244332
Info 3667 [20:30:07.992] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 3668 [20:30:07.998] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 176 structureChanged: false structureIsReused:: Completely Elapsed: 5.900085999630392ms
Info 3669 [20:30:07.998] Different program with same set of files
Info 3670 [20:30:07.998] getCompletionData: Get current token: 0.006748000159859657
Info 3671 [20:30:07.998] getCompletionData: Is inside comment: 0.010725999251008034
Info 3672 [20:30:07.998] getCompletionData: Get previous token: 0.01560400053858757
Info 3673 [20:30:07.998] getCompletionsAtPosition: isCompletionListBlocker: 0.014460000209510326
Info 3674 [20:30:08.001] getExportInfoMap: cache hit
Info 3675 [20:30:08.206] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 13069 from cache
Info 3676 [20:30:08.206] collectAutoImports: response is complete
Info 3677 [20:30:08.206] collectAutoImports: 204.646262999624
Info 3678 [20:30:08.206] getCompletionData: Semantic work: 207.67776300013065
Info 3679 [20:30:08.313] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 106.93652700074017
Info 3680 [20:30:08.399] getCompletionData: Get current token: 0.006231000646948814
Info 3681 [20:30:08.399] getCompletionData: Is inside comment: 0.013061999343335629
Info 3682 [20:30:08.399] getCompletionData: Get previous token: 0.020743999630212784
Info 3683 [20:30:08.399] getCompletionsAtPosition: isCompletionListBlocker: 0.06155300047248602
Info 3684 [20:30:08.403] getExportInfoMap: cache hit
Info 3685 [20:30:08.529] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 13069 from cache
Info 3686 [20:30:08.529] collectAutoImports: response is complete
Info 3687 [20:30:08.529] collectAutoImports: 126.07192999962717
Info 3688 [20:30:08.529] getCompletionData: Semantic work: 129.92057899944484
Info 3689 [20:30:08.673] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 143.32296699937433
Info 3690 [20:30:08.772] getCompletionData: Get current token: 0.005834000185132027
Info 3691 [20:30:08.772] getCompletionData: Is inside comment: 0.011858000420033932
Info 3692 [20:30:08.772] getCompletionData: Get previous token: 0.011864000000059605
Info 3693 [20:30:08.772] getCompletionsAtPosition: isCompletionListBlocker: 0.012973999604582787
Info 3694 [20:30:08.774] getExportInfoMap: cache hit
Info 3695 [20:30:08.894] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 13069 from cache
Info 3696 [20:30:08.894] collectAutoImports: response is complete
Info 3697 [20:30:08.894] collectAutoImports: 119.31644599977881
Info 3698 [20:30:08.894] getCompletionData: Semantic work: 122.13771999999881
Info 3699 [20:30:09.121] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 227.18906600028276
Info 3700 [20:30:09.247] getCompletionData: Get current token: 0.005526999942958355
Info 3701 [20:30:09.247] getCompletionData: Is inside comment: 0.010575000196695328
Info 3702 [20:30:09.247] getCompletionData: Get previous token: 0.011645999737083912
Info 3703 [20:30:09.247] getCompletionsAtPosition: isCompletionListBlocker: 0.01170399971306324
Info 3704 [20:30:09.250] getExportInfoMap: cache hit
Info 3705 [20:30:09.380] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 13069 from cache
Info 3706 [20:30:09.380] collectAutoImports: response is complete
Info 3707 [20:30:09.380] collectAutoImports: 130.26694400049746
Info 3708 [20:30:09.380] getCompletionData: Semantic work: 133.0083089992404
Info 3709 [20:30:09.475] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 95.22166200075299
Info 3710 [20:30:09.555] getCompletionData: Get current token: 0.005563000217080116
Info 3711 [20:30:09.555] getCompletionData: Is inside comment: 0.011012999340891838
Info 3712 [20:30:09.555] getCompletionData: Get previous token: 0.011869000270962715
Info 3713 [20:30:09.555] getCompletionsAtPosition: isCompletionListBlocker: 0.011454000137746334
Info 3714 [20:30:09.558] getExportInfoMap: cache hit
Info 3715 [20:30:09.686] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 13069 from cache
Info 3716 [20:30:09.686] collectAutoImports: response is complete
Info 3717 [20:30:09.686] collectAutoImports: 128.14152100030333
Info 3718 [20:30:09.686] getCompletionData: Semantic work: 130.8781640008092
Info 3719 [20:30:09.782] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 95.40334900002927
Info 3720 [20:30:09.857] getCompletionData: Get current token: 0.01318300049751997
Info 3721 [20:30:09.858] getCompletionData: Is inside comment: 0.03819800075143576
Info 3722 [20:30:09.858] getCompletionData: Get previous token: 0.024065000005066395
Info 3723 [20:30:09.858] getCompletionsAtPosition: isCompletionListBlocker: 0.013496000319719315
Info 3724 [20:30:09.860] getExportInfoMap: cache hit
Info 3725 [20:30:09.977] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 13069 from cache
Info 3726 [20:30:09.977] collectAutoImports: response is complete
Info 3727 [20:30:09.977] collectAutoImports: 116.78657300025225
Info 3728 [20:30:09.977] getCompletionData: Semantic work: 119.26016900036484
Info 3729 [20:30:10.073] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 95.63915400020778
Info 3730 [20:30:10.144] getCompletionData: Get current token: 0.005791999399662018
Info 3731 [20:30:10.144] getCompletionData: Is inside comment: 0.010358999483287334
Info 3732 [20:30:10.144] getCompletionData: Get previous token: 0.012136000208556652
Info 3733 [20:30:10.144] getCompletionsAtPosition: isCompletionListBlocker: 0.01133699994534254
Info 3734 [20:30:10.148] getExportInfoMap: cache hit
Info 3735 [20:30:10.263] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 13069 from cache
Info 3736 [20:30:10.263] collectAutoImports: response is complete
Info 3737 [20:30:10.263] collectAutoImports: 115.29522200021893
Info 3738 [20:30:10.263] getCompletionData: Semantic work: 118.8263770006597
Info 3739 [20:30:10.356] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 92.80167399998754
Info 3740 [20:30:10.428] getCompletionData: Get current token: 0.005811999551951885
Info 3741 [20:30:10.428] getCompletionData: Is inside comment: 0.010041999630630016
Info 3742 [20:30:10.428] getCompletionData: Get previous token: 0.053984999656677246
Info 3743 [20:30:10.428] getCompletionsAtPosition: isCompletionListBlocker: 0.013592000119388103
Info 3744 [20:30:10.430] getExportInfoMap: cache hit
Info 3745 [20:30:10.547] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 13069 from cache
Info 3746 [20:30:10.547] collectAutoImports: response is complete
Info 3747 [20:30:10.547] collectAutoImports: 117.11121200025082
Info 3748 [20:30:10.547] getCompletionData: Semantic work: 119.18781100027263
Info 3749 [20:30:10.641] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 93.55718699935824
Info 3750 [20:30:11.352] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 3751 [20:30:11.357] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 177 structureChanged: false structureIsReused:: Completely Elapsed: 4.840876000002027ms
Info 3752 [20:30:11.357] Different program with same set of files
Info 3753 [20:30:11.358] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 3754 [20:30:11.362] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 178 structureChanged: false structureIsReused:: Completely Elapsed: 3.844463000074029ms
Info 3755 [20:30:11.362] Different program with same set of files
Info 3756 [20:30:11.362] getCompletionData: Get current token: 0.006080999970436096
Info 3757 [20:30:11.362] getCompletionData: Is inside comment: 0.011753999628126621
Info 3758 [20:30:11.362] getCompletionData: Get previous token: 0.014831000007689
Info 3759 [20:30:11.362] getCompletionsAtPosition: isCompletionListBlocker: 0.001959000714123249
Info 3760 [20:30:11.362] Returning an empty list because completion was requested in an invalid position.
Info 3761 [20:30:11.363] getCompletionData: Get current token: 0.005061999894678593
Info 3762 [20:30:11.363] getCompletionData: Is inside comment: 0.01017999928444624
Info 3763 [20:30:11.363] getCompletionData: Get previous token: 0.013593999668955803
Info 3764 [20:30:11.363] getCompletionsAtPosition: isCompletionListBlocker: 0.0015710005536675453
Info 3765 [20:30:11.363] Returning an empty list because completion was requested in an invalid position.
Info 3766 [20:30:11.363] getCompletionData: Get current token: 0.0047429995611310005
Info 3767 [20:30:11.363] getCompletionData: Is inside comment: 0.009314999915659428
Info 3768 [20:30:11.363] getCompletionData: Get previous token: 0.012978000566363335
Info 3769 [20:30:11.363] getCompletionsAtPosition: isCompletionListBlocker: 0.0012889998033642769
Info 3770 [20:30:11.363] Returning an empty list because completion was requested in an invalid position.
Info 3771 [20:30:11.363] getCompletionData: Get current token: 0.0045180004090070724
Info 3772 [20:30:11.363] getCompletionData: Is inside comment: 0.009019999764859676
Info 3773 [20:30:11.363] getCompletionData: Get previous token: 0.01323199924081564
Info 3774 [20:30:11.363] getCompletionsAtPosition: isCompletionListBlocker: 0.001176999881863594
Info 3775 [20:30:11.363] Returning an empty list because completion was requested in an invalid position.
Info 3776 [20:30:11.363] getCompletionData: Get current token: 0.004586999304592609
Info 3777 [20:30:11.363] getCompletionData: Is inside comment: 0.008837999776005745
Info 3778 [20:30:11.363] getCompletionData: Get previous token: 0.012885999865829945
Info 3779 [20:30:11.363] getCompletionsAtPosition: isCompletionListBlocker: 0.0011540008708834648
Info 3780 [20:30:11.363] Returning an empty list because completion was requested in an invalid position.
Info 3781 [20:30:11.364] getCompletionData: Get current token: 0.004467000253498554
Info 3782 [20:30:11.364] getCompletionData: Is inside comment: 0.009159000590443611
Info 3783 [20:30:11.364] getCompletionData: Get previous token: 0.013148999772965908
Info 3784 [20:30:11.364] getCompletionsAtPosition: isCompletionListBlocker: 0.0010460000485181808
Info 3785 [20:30:11.364] Returning an empty list because completion was requested in an invalid position.
Info 3786 [20:30:11.364] getCompletionData: Get current token: 0.004569000564515591
Info 3787 [20:30:11.364] getCompletionData: Is inside comment: 0.009223000146448612
Info 3788 [20:30:11.364] getCompletionData: Get previous token: 0.013159000314772129
Info 3789 [20:30:11.364] getCompletionsAtPosition: isCompletionListBlocker: 0.0009829998016357422
Info 3790 [20:30:11.364] Returning an empty list because completion was requested in an invalid position.
Info 3791 [20:30:11.364] getCompletionData: Get current token: 0.004447000101208687
Info 3792 [20:30:11.364] getCompletionData: Is inside comment: 0.009473000653088093
Info 3793 [20:30:11.364] getCompletionData: Get previous token: 0.013057000003755093
Info 3794 [20:30:11.364] getCompletionsAtPosition: isCompletionListBlocker: 0.001039000228047371
Info 3795 [20:30:11.364] Returning an empty list because completion was requested in an invalid position.
Info 3796 [20:30:11.364] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 3797 [20:30:11.368] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 179 structureChanged: false structureIsReused:: Completely Elapsed: 3.9667770005762577ms
Info 3798 [20:30:11.368] Different program with same set of files
Info 3799 [20:30:11.369] getCompletionData: Get current token: 0.007009999826550484
Info 3800 [20:30:11.369] getCompletionData: Is inside comment: 0.011866999790072441
Info 3801 [20:30:11.369] getCompletionData: Get previous token: 0.014833999797701836
Info 3802 [20:30:11.369] getCompletionsAtPosition: isCompletionListBlocker: 0.0035270005464553833
Info 3803 [20:30:11.369] Returning an empty list because completion was requested in an invalid position.
Info 3804 [20:30:11.369] getCompletionData: Get current token: 0.005293999798595905
Info 3805 [20:30:11.369] getCompletionData: Is inside comment: 0.009955000132322311
Info 3806 [20:30:11.369] getCompletionData: Get previous token: 0.013544999994337559
Info 3807 [20:30:11.369] getCompletionsAtPosition: isCompletionListBlocker: 0.0014749998226761818
Info 3808 [20:30:11.369] Returning an empty list because completion was requested in an invalid position.
Info 3809 [20:30:11.370] getCompletionData: Get current token: 0.007327999919652939
Info 3810 [20:30:11.370] getCompletionData: Is inside comment: 0.016177999787032604
Info 3811 [20:30:11.370] getCompletionData: Get previous token: 0.25815899949520826
Info 3812 [20:30:11.370] getCompletionsAtPosition: isCompletionListBlocker: 0.007065000012516975
Info 3813 [20:30:11.370] Returning an empty list because completion was requested in an invalid position.
Info 3814 [20:30:11.371] getCompletionData: Get current token: 0.0050039999186992645
Info 3815 [20:30:11.371] getCompletionData: Is inside comment: 0.009934999980032444
Info 3816 [20:30:11.371] getCompletionData: Get previous token: 0.017456999979913235
Info 3817 [20:30:11.371] getCompletionsAtPosition: isCompletionListBlocker: 0.0012259995564818382
Info 3818 [20:30:11.371] Returning an empty list because completion was requested in an invalid position.
Info 3819 [20:30:11.371] getCompletionData: Get current token: 0.006163999438285828
Info 3820 [20:30:11.371] getCompletionData: Is inside comment: 0.009945999830961227
Info 3821 [20:30:11.371] getCompletionData: Get previous token: 0.014751999638974667
Info 3822 [20:30:11.371] getCompletionsAtPosition: isCompletionListBlocker: 0.0010829996317625046
Info 3823 [20:30:11.371] Returning an empty list because completion was requested in an invalid position.
Info 3824 [20:30:11.371] getCompletionData: Get current token: 0.004968000575900078
Info 3825 [20:30:11.371] getCompletionData: Is inside comment: 0.01017799973487854
Info 3826 [20:30:11.371] getCompletionData: Get previous token: 0.013687999919056892
Info 3827 [20:30:11.371] getCompletionsAtPosition: isCompletionListBlocker: 0.0010360004380345345
Info 3828 [20:30:11.371] Returning an empty list because completion was requested in an invalid position.
Info 3829 [20:30:11.371] getCompletionData: Get current token: 0.004868000745773315
Info 3830 [20:30:11.371] getCompletionData: Is inside comment: 0.009957999922335148
Info 3831 [20:30:11.371] getCompletionData: Get previous token: 0.013438999652862549
Info 3832 [20:30:11.371] getCompletionsAtPosition: isCompletionListBlocker: 0.0019600000232458115
Info 3833 [20:30:11.371] Returning an empty list because completion was requested in an invalid position.
Info 3834 [20:30:11.372] getCompletionData: Get current token: 0.005377000197768211
Info 3835 [20:30:11.372] getCompletionData: Is inside comment: 0.010559000074863434
Info 3836 [20:30:11.372] getCompletionData: Get previous token: 0.014919999986886978
Info 3837 [20:30:11.372] getCompletionsAtPosition: isCompletionListBlocker: 0.001032000407576561
Info 3838 [20:30:11.372] Returning an empty list because completion was requested in an invalid position.
Info 3839 [20:30:11.499] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 3840 [20:30:11.508] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 180 structureChanged: false structureIsReused:: Completely Elapsed: 8.345638000406325ms
Info 3841 [20:30:11.508] Different program with same set of files
Info 3842 [20:30:11.698] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 3843 [20:30:11.709] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 181 structureChanged: false structureIsReused:: Completely Elapsed: 10.277885000221431ms
Info 3844 [20:30:11.709] Different program with same set of files
Info 3845 [20:30:11.709] getCompletionData: Get current token: 0.006424999795854092
Info 3846 [20:30:11.709] getCompletionData: Is inside comment: 0.010986000299453735
Info 3847 [20:30:11.709] getCompletionData: Get previous token: 0.014998000115156174
Info 3848 [20:30:11.709] getCompletionsAtPosition: isCompletionListBlocker: 0.002112000249326229
Info 3849 [20:30:11.709] Returning an empty list because completion was requested in an invalid position.
Info 3850 [20:30:11.788] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3851 [20:30:11.792] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 76 structureChanged: false structureIsReused:: Completely Elapsed: 3.8986889999359846ms
Info 3852 [20:30:11.792] Different program with same set of files
Info 3853 [20:30:12.569] getCompletionData: Get current token: 0.005529000423848629
Info 3854 [20:30:12.569] getCompletionData: Is inside comment: 0.01063000038266182
Info 3855 [20:30:12.569] getCompletionData: Get previous token: 0.013876999728381634
Info 3856 [20:30:12.569] getCompletionsAtPosition: isCompletionListBlocker: 0.002701999619603157
Info 3857 [20:30:12.569] Returning an empty list because completion was requested in an invalid position.
Info 3858 [20:30:12.570] getCompletionData: Get current token: 0.004701999947428703
Info 3859 [20:30:12.570] getCompletionData: Is inside comment: 0.009221999906003475
Info 3860 [20:30:12.570] getCompletionData: Get previous token: 0.012839999981224537
Info 3861 [20:30:12.570] getCompletionsAtPosition: isCompletionListBlocker: 0.001349000260233879
Info 3862 [20:30:12.570] Returning an empty list because completion was requested in an invalid position.
Info 3863 [20:30:12.570] getCompletionData: Get current token: 0.004730000160634518
Info 3864 [20:30:12.570] getCompletionData: Is inside comment: 0.00890900008380413
Info 3865 [20:30:12.570] getCompletionData: Get previous token: 0.012620000168681145
Info 3866 [20:30:12.570] getCompletionsAtPosition: isCompletionListBlocker: 0.0010770000517368317
Info 3867 [20:30:12.570] Returning an empty list because completion was requested in an invalid position.
Info 3868 [20:30:12.570] getCompletionData: Get current token: 0.004443000070750713
Info 3869 [20:30:12.570] getCompletionData: Is inside comment: 0.00873200036585331
Info 3870 [20:30:12.570] getCompletionData: Get previous token: 0.012664000503718853
Info 3871 [20:30:12.570] getCompletionsAtPosition: isCompletionListBlocker: 0.0010730000212788582
Info 3872 [20:30:12.570] Returning an empty list because completion was requested in an invalid position.
Info 3873 [20:30:12.570] getCompletionData: Get current token: 0.004678000696003437
Info 3874 [20:30:12.570] getCompletionData: Is inside comment: 0.008669999428093433
Info 3875 [20:30:12.570] getCompletionData: Get previous token: 0.012463999912142754
Info 3876 [20:30:12.570] getCompletionsAtPosition: isCompletionListBlocker: 0.0010600006207823753
Info 3877 [20:30:12.570] Returning an empty list because completion was requested in an invalid position.
Info 3878 [20:30:12.571] getCompletionData: Get current token: 0.0045910002663731575
Info 3879 [20:30:12.571] getCompletionData: Is inside comment: 0.009360999800264835
Info 3880 [20:30:12.571] getCompletionData: Get previous token: 0.012639000080525875
Info 3881 [20:30:12.571] getCompletionsAtPosition: isCompletionListBlocker: 0.0011610006913542747
Info 3882 [20:30:12.571] Returning an empty list because completion was requested in an invalid position.
Info 3883 [20:30:12.571] getCompletionData: Get current token: 0.004494999535381794
Info 3884 [20:30:12.571] getCompletionData: Is inside comment: 0.0087909996509552
Info 3885 [20:30:12.571] getCompletionData: Get previous token: 0.012482999823987484
Info 3886 [20:30:12.571] getCompletionsAtPosition: isCompletionListBlocker: 0.0009890003129839897
Info 3887 [20:30:12.571] Returning an empty list because completion was requested in an invalid position.
Info 3888 [20:30:13.109] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 3889 [20:30:13.114] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 182 structureChanged: false structureIsReused:: Completely Elapsed: 4.181117000058293ms
Info 3890 [20:30:13.114] Different program with same set of files
Info 3891 [20:30:13.174] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3892 [20:30:13.178] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 77 structureChanged: false structureIsReused:: Completely Elapsed: 3.9314279993996024ms
Info 3893 [20:30:13.178] Different program with same set of files
Info 3894 [20:30:13.412] getCompletionData: Get current token: 0.008849999867379665
Info 3895 [20:30:13.412] getCompletionData: Is inside comment: 0.01080399937927723
Info 3896 [20:30:13.412] getCompletionData: Get previous token: 0.013391000218689442
Info 3897 [20:30:13.413] getCompletionsAtPosition: isCompletionListBlocker: 0.0020079994574189186
Info 3898 [20:30:13.413] Returning an empty list because completion was requested in an invalid position.
Info 3899 [20:30:13.413] getCompletionData: Get current token: 0.004546999931335449
Info 3900 [20:30:13.413] getCompletionData: Is inside comment: 0.009005999192595482
Info 3901 [20:30:13.413] getCompletionData: Get previous token: 0.012497000396251678
Info 3902 [20:30:13.413] getCompletionsAtPosition: isCompletionListBlocker: 0.001272999681532383
Info 3903 [20:30:13.413] Returning an empty list because completion was requested in an invalid position.
Info 3904 [20:30:13.413] getCompletionData: Get current token: 0.004618000239133835
Info 3905 [20:30:13.413] getCompletionData: Is inside comment: 0.008967000059783459
Info 3906 [20:30:13.413] getCompletionData: Get previous token: 0.012285999953746796
Info 3907 [20:30:13.413] getCompletionsAtPosition: isCompletionListBlocker: 0.0012899991124868393
Info 3908 [20:30:13.413] Returning an empty list because completion was requested in an invalid position.
Info 3909 [20:30:13.413] getCompletionData: Get current token: 0.004470000043511391
Info 3910 [20:30:13.413] getCompletionData: Is inside comment: 0.0086240004748106
Info 3911 [20:30:13.413] getCompletionData: Get previous token: 0.012306000106036663
Info 3912 [20:30:13.413] getCompletionsAtPosition: isCompletionListBlocker: 0.001094999723136425
Info 3913 [20:30:13.413] Returning an empty list because completion was requested in an invalid position.
Info 3914 [20:30:13.413] getCompletionData: Get current token: 0.0045110005885362625
Info 3915 [20:30:13.413] getCompletionData: Is inside comment: 0.008704000152647495
Info 3916 [20:30:13.413] getCompletionData: Get previous token: 0.012240000069141388
Info 3917 [20:30:13.414] getCompletionsAtPosition: isCompletionListBlocker: 0.0009709997102618217
Info 3918 [20:30:13.414] Returning an empty list because completion was requested in an invalid position.
Info 3919 [20:30:13.414] getCompletionData: Get current token: 0.0043470002710819244
Info 3920 [20:30:13.414] getCompletionData: Is inside comment: 0.020320000126957893
Info 3921 [20:30:13.414] getCompletionData: Get previous token: 0.015715000219643116
Info 3922 [20:30:13.414] getCompletionsAtPosition: isCompletionListBlocker: 0.0013659996911883354
Info 3923 [20:30:13.414] Returning an empty list because completion was requested in an invalid position.
Info 3924 [20:30:13.414] getCompletionData: Get current token: 0.005359000526368618
Info 3925 [20:30:13.414] getCompletionData: Is inside comment: 0.01948400028049946
Info 3926 [20:30:13.414] getCompletionData: Get previous token: 0.02775099966675043
Info 3927 [20:30:13.414] getCompletionsAtPosition: isCompletionListBlocker: 0.001364000141620636
Info 3928 [20:30:13.414] Returning an empty list because completion was requested in an invalid position.
Info 3929 [20:30:13.414] getCompletionData: Get current token: 0.005384999327361584
Info 3930 [20:30:13.414] getCompletionData: Is inside comment: 0.008356000296771526
Info 3931 [20:30:13.414] getCompletionData: Get previous token: 0.011985999532043934
Info 3932 [20:30:13.414] getCompletionsAtPosition: isCompletionListBlocker: 0.001033000648021698
Info 3933 [20:30:13.414] Returning an empty list because completion was requested in an invalid position.
Info 3934 [20:30:13.624] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 3935 [20:30:13.633] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 183 structureChanged: false structureIsReused:: Completely Elapsed: 7.660534999333322ms
Info 3936 [20:30:13.633] Different program with same set of files
Info 3937 [20:30:13.633] getCompletionData: Get current token: 0.006523000076413155
Info 3938 [20:30:13.633] getCompletionData: Is inside comment: 0.011110000312328339
Info 3939 [20:30:13.633] getCompletionData: Get previous token: 0.014599000103771687
Info 3940 [20:30:13.633] getCompletionsAtPosition: isCompletionListBlocker: 0.0020740004256367683
Info 3941 [20:30:13.633] Returning an empty list because completion was requested in an invalid position.
Info 3942 [20:30:13.710] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3943 [20:30:13.713] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 78 structureChanged: false structureIsReused:: Completely Elapsed: 3.651751999743283ms
Info 3944 [20:30:13.714] Different program with same set of files
Info 3945 [20:30:14.064] getCompletionData: Get current token: 0.005449999123811722
Info 3946 [20:30:14.064] getCompletionData: Is inside comment: 0.010828000493347645
Info 3947 [20:30:14.064] getCompletionData: Get previous token: 0.013652000576257706
Info 3948 [20:30:14.064] getCompletionsAtPosition: isCompletionListBlocker: 0.0017990004271268845
